drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,sadness_roll_mean,surprise_roll_mean,fear_roll_mean,joy_roll_mean,arousal_roll_mean,anger_roll_mean,dominance_roll_mean,valence_roll_mean,disgust_roll_mean,trust_roll_mean,anticipation_roll_mean
comedy,Lissel,F,,,,"
            
Lissel:

            
voilà, loon 's Uch gschmecke, Andrees 
            
(nachprüfend).
 Haltela, 's Glaasel isch jo noch nit göönz voll — 
            
(will einschenken.)

          
",0,riff-sainte-barbe,30,3,0.1,,,,,,,,,,,
comedy,Andrees Bottjuckel,M,night_watchman,elementary_professions,lower_class,"
            
Andrees:

            
(wehrt leicht ab)

            
— 's räicht, Lissel, 's räicht! — Wäisch, so genäuej nimmt's Uenseräiner doch juscht nit grood am
            e Feschtdäuej! — 
            
(steht auf und reckt sich rasch in eine strammeHaltung.)
 — Sainte-Barbe, Lissel,
            d'erscht Sainte-Barbe wied'r nooch lange, bange Zytte! — Daß ich dieß noch erlawe hab derfe in mine
            alte Daaj, daß mir ünseri Casque un Kepi wied'r hingeviri höön derfe hole

          
",0,riff-sainte-barbe,84,6,0.0714285714285714,,,,,,,,,,,
comedy,Andrees Bottjuckel,M,night_watchman,elementary_professions,lower_class,"
            
Andrees:

            
Vive la France! — Lissel, ich könnt grood hyle vor lütter Fräid!

          
",0,riff-sainte-barbe,17,3,0.1764705882352941,,,,,,,,,,,
comedy,Lissel,F,,,,"
            
Lissel:

            
Ich kann's guet v'rstehn, Andrees.

          
",1,riff-sainte-barbe,10,2,0.2,,,,,,,,,,,
comedy,Andrees Bottjuckel,M,night_watchman,elementary_professions,lower_class,"
            
Andrees:

            
Nee, Mäide, dies v'rstehsch Dü juschtemand lang nit so wie Uenseräiner. Do mueß m'r anno 71 d'rbie
            sin gewahn un mueß gsahne höön, wie d'Franzose ze Strooßburri nüsgezöije sin — — — 
            
(wischt sich die Augen)
 — — nom de pipe! — — wenn ich droon zeruck denk', wie
            d'Flintekolwe uffem Gelander vun d'r Wyßdurmbruck ze Krütt un Fatze gschläueje un d'Sticker 'noo ins
            Waaser ning gschmisse sin worre, wie m'r Alli. lüt uff ghylt höön vor Harzeläid, Jammer un Elang,
            ghylt wie d'kläine King, d'Burjerslytt un d'Saldote, un wie d'rnoo — — — o pauvre, pauvre Alsace!

          
",1,riff-sainte-barbe,124,8,0.064516129032258,0.0405679402197224,0.27852977490247033,0.0,0.679177763526899,0.8757909338649886,0.03833893251534204,0.8801549359615469,0.9239429016219429,0.2092845234848122,0.13197680848017931,0.3385952061053649
comedy,Lissel,F,,,,"
            
Lissel:

            
Kalmiere-n-Uch, Andrees. D'Franzose sin jo jetz wied'r do.

          
",1,riff-sainte-barbe,16,1,0.0625,0.0405679402197224,0.27852977490247033,0.0,0.5128187467256808,0.6933630928607304,0.03833893251534204,0.6970324583055606,0.7008133722101297,0.2092845234848122,0.13197680848017931,0.3385952061053649
comedy,Andrees Bottjuckel,M,night_watchman,elementary_professions,lower_class,"
            
Andrees:

            
Gott sej Dank, Lissel, Gott sej Dank! 
            
(setzt sich wieder).

          
",1,riff-sainte-barbe,18,5,0.2777777777777778,0.0405679402197224,0.23217852963467656,0.09549626422296142,0.9507216072693581,1.124285413872018,0.03833893251534204,1.4516018666820905,1.3247092045487086,0.2092845234848122,0.6268212236762468,0.74923760824497
comedy,Andrees Bottjuckel,M,night_watchman,elementary_professions,lower_class,"
            
Andrees:

            
(blitzt wieder rasch in die Höhe und salutiert stramm)

            
Guete-n-Owe Harr Brandmäischter!

          
",2,riff-sainte-barbe,19,2,0.1052631578947368,0.0405679402197224,0.0,0.09549626422296142,0.6349596299053466,0.6969873610863225,0.03833893251534204,1.11185881810277,0.9344177880803336,0.0,0.6268212236762468,0.49170416897780145
comedy,Schorsch Peterhänsel,M,firefighter_director,government_executive_officials,lower_middle_class,"
            
Schorsch:

            
(jovial)

            
— Guete-n-Owe Andrees. — Au schun do?

          
",2,riff-sainte-barbe,16,3,0.1875,0.0405679402197224,0.0,0.09549626422296142,0.9795250513481241,0.8917049211154107,0.03833893251534204,1.334514115005597,1.2827929009149845,0.0,0.6268212236762468,0.49170416897780145
comedy,Andrees Bottjuckel,M,night_watchman,elementary_professions,lower_class,"
            
Andrees:

            
(salutiert)

            
— Ja, Harr Brandmäischter.

          
",2,riff-sainte-barbe,11,2,0.1818181818181818,0.0,0.0,0.09549626422296142,1.1928549311724006,0.9800496531196998,0.0,1.3000632304449597,1.414666763320771,0.0,0.6268212236762468,0.49170416897780145
